0.400000, 0.400000, -0.500000, -0.500000, 0.041883, 0.072079, 0.858853, 1.027412, 0.000139, 0.000213, -0.581324, -0.629560, 0.204653, 0.268475
0.400000, 0.400000, -0.600000, -0.600000, 0.054419, 0.050414, 0.988958, 0.897472, 0.023486, 0.000904, -0.600643, -0.572076, 0.233278, 0.224530
0.500000, 0.500000, -0.100000, -0.100000, 0.090692, 0.149477, 1.220853, 1.398354, 0.050225, 0.001736, -0.657261, -0.695868, 0.301151, 0.386622
0.500000, 0.500000, -0.200000, -0.200000, 0.035928, 0.065442, 1.003170, 1.204389, 0.076875, 0.000325, -0.667825, -0.676869, 0.189548, 0.255816
0.500000, 0.500000, -0.300000, -0.300000, 0.047848, 0.052926, 0.893414, 1.000369, 0.000707, 0.003523, -0.632394, -0.636978, 0.218742, 0.230056
0.500000, 0.500000, -0.400000, -0.400000, 0.039246, 0.069925, 0.840175, 0.963392, 0.000359, 0.001314, -0.622043, -0.639242, 0.198106, 0.264433
0.500000, 0.500000, -0.100000, -0.100000, 0.123999, 0.155260, 1.216773, 1.247415, 0.000295, 0.000167, -0.623262, -0.705847, 0.352134, 0.394031
0.500000, 0.500000, -0.200000, -0.200000, 0.047026, 0.076173, 0.987791, 1.195751, 0.000734, 0.000973, -0.661153, -0.666069, 0.216856, 0.275995
0.500000, 0.500000, -0.300000, -0.300000, 0.040558, 0.035169, 0.900872, 1.011461, 0.000872, 0.092560, -0.637834, -0.690417, 0.201390, 0.187535
0.500000, 0.500000, -0.400000, -0.400000, 0.040208, 0.051667, 0.862386, 0.966184, 0.018666, 0.000182, -0.621293, -0.692493, 0.200518, 0.227305
0.500000, 0.500000, -0.500000, -0.500000, 0.049246, 0.051973, 0.916006, 1.019796, 0.000042, 0.056198, -0.597379, -0.685150, 0.221915, 0.227975
0.500000, 0.500000, -0.600000, -0.600000, 0.046989, 0.068281, 0.924506, 0.978690, 0.052404, 0.001187, -0.578646, -0.636400, 0.216768, 0.261305
0.600000, 0.600000, -0.100000, -0.100000, 0.169175, 0.349231, 1.278951, 1.554767, 0.000272, 0.000254, -0.557093, -0.658453, 0.411309, 0.590958
